bundle ID,intent
1269,I would assume these items were bought for dress-up. Perhaps by a drag queen or someone who plans to dress like one.
1270,T-shirt and pant
1271,Tops
1272,T shorts .alternative products
1273,jewelry set
1274,different style of dress
1275,different style of top
1276,Not related product given cosmetics
1277,summer shoes 
1278,WOMENS SNEAKERS
1279,WOMENS TOP AND SHORTS
1280,"items #2 ,#3, and #4 are alternative items. Items #1, 5 and 6 are complementary items."
1281,different style of cufflinks
1282,Earrings
1283,Chain
1284,Bangle
1285,accessories
1286,Women's jewelry of different styles
1287,Sexy dress
1288,womens mindress with different colours
1289,Women clothing and pants
1290,good quality
1291,different style of socks
1292,Accessory set to choose for going out with friends
1293,women dress
1294,high brand
1295,different style of swimsuit
1296,different style of watches
1297,different style of watches
1298,Sunglasses
1299,clothes
1300,mens cooling glass
1301,men shirt pant
1302,"All girls item, I will buy"
1303,designs
1304,Comfy shoes
1305,Women Accessories
1306,Watch
1307,necklaces
1308,Pendant
1309,Women Maxi
1310,accesories
1311,women's gowns with different styles
1312,Men's Watch
1313,Jackets
1314,Women shoes
1315,jacket 
1316,A women's outfit
1317,Girls different style shirts
1318,Girls different style shorts
1319,clothes for a little girl
1320,Women's plus size leggings
1321,Women's plus size tops
1322,Women’s tops 
1323,different style of rings
1324,WOMEN'S TOP AND BOTTOM
1325,Lace
1326,RINGS WITH DIFFERENT STYLE
1327,Jewelry
1328,"similar - item 1,2, 3, 6, 7
complementary - item 4 and 5"
1329,Footwear
1330,Women's accessories
1331,"Men belts, buckles and bracelets"
1332,Men vests and briefs
1333,WOMENS NECKLACE 
1334,Waterproof shoes
1335,Women’s clothing 
1336,dress
1337,Traveling accessories
1338,quality
1339,womens shoes
1340,Cosplay within a certain theme
1341,Men's footwear
1342,Men's convertible trousers in different styles
1343,"men pant, shirt"
1344,womens necklace pandant
1345,women produced good quality  
1346,Short pant
1347,women shirts
1348,men's shorts
1349,Man clothing
1350,Women's Bermuda Shorts
1351,shoe
1352,Yes to buy a good party wear.
1353,collar and neck
1354,Jewelry
1355,Handbag
1356,women sandal
1357,Flip flops and bikini
1358,Ladies Bags
1359,jewelry set
1360,different types of tshirts
1361,Women pant
1362,Women shirts
1363,3only irrelavant
1364,Girl dress and sneaker
1365,women shoes
1366,3
1367,Under Armour with different designs
1368,Women Sock liner and boot
1369,different style of necklace
1370,different style of dress
1371,Women's kurti
1372,top
1373,Shoes
1374,men accessories belt and wallet 
1375,"All for one person, as it looks, male, all similar products for one person."
1376, Jasper Pendant 
1377,Making jewellery
1378,beads
1379,women's sweater & sweatshirt
1380,coat
1381,under ware
1382,alternative products
1383,different style of top
1384,different style of shirt
1385,jewelry set
1386,different style of trim
1387,brooch 
1388,Pin pack
1389,different kinds of kids Tshirt
1390,"To cover her scalp, perhaps as a result of shaving her head after cancer, and to provide a consistent presentation, even if in different colors. Functionality."
1391,Below items belongs to shoes category.
1392,Bracelet
1393,Handbag
1394,to be stylish
1395,Looking for beads pendant necklace for different clothes match 
1396,it's a man buying accessories to be more stylish
1397,watch and bracelet for men
1398,to give tot their Child to put on
1399,WOMENS DRESS
1400,Mens T-shirt
1401,Mens T-shirts
1402,complementary products
1403,Different types of flat women's shoes
1404,high quality
1405,Shoes
1406,Dresses
1407,prority on the information relevant and the product and the not delay on the product
1408,kid clothes
1409,All products for fashion needs are mostly available
1410, Women's Topshoe
1411,fashion clothes and jewelry
1412,Flipflop for woman
1413,WOMENS HOOP
1414,women's jeans
1415,different style of bra
1416,different style of bra
1417,men's t-shirt
1418,men and women clothing
1419,women accessories 
1420,Handbags of different style
1421,SCARFS
1422,WOMEN'S CLOTHING
1423,different style of shirts
1424,sneakers
1425,bracelet
1426,Chain and leather accessories
1427,girls dress
1428,Tops
1429,T-shirt
1430,"Items 1,2,7 Casual Dresses
Items 3,4,6,7 Casual Tops and Bottoms"
1431,Women's pants and shirts
1432,Men shirt
1433,tank top
1434,Fashion accessories 
1435,WATCH
1436,Maxi dess
1437,Shoes
1438,shoe and boot
1439,WOMENS BOOT
1440,dress
1441,running shoes
1442,Woman top and bottom
1443,Pink shoe with different brand
1444,shoe
1445,Women sandals
1446,different style of necklace
1447,different style of rings
1448,bra
1449,panty and short
1450,Men's jacket
1451,because of their own purpose we need to buy this product
1452,good produced 
1453,tshirt
1454,its nice
1455,Short
1456,women shoes
1457,Buying a wearable outfit
1458,different style of blouse
1459,WOMENS  NECKLACE
1460,Magnetic Therapy Bracelets
1461,home wear
1462,Men's shoes
1463,Clothing and apparels
1464,Women's cothes
1465,T-shirt
1466,Accessories for a pretty lady!
1467,Different wings
1468,Different types of earrings
1469,"I personally think that if they are related, because they create a mysterious girl/bad girl style, which is based on outfit plus accessories and accessories for the phone."
1470,pant
1471,earrings
1472,complementary product
1473,womens boot
1474,different style of socks
1475,Workout Bottoms
1476,Complementry products
1477,Youth boys casual wear
1478,boot
1479,Dangling earrings
1480,womens jewelry different styles
1481,WOMENS DRESS
1482,bra with similar styles
1483,Lingerie
1484,Luggage
1485,Men jean and shorts
1486,Women’s shoes with different styles 
1487,Men’s shirt and tie
1488,WOMENS SHOES
1489,Women's shoes/heels
1490,Women dress
1491,women's dress
1492,Women's Wrap Dress
1493,"Alternative products, all items similar and serve same function"
1494,Crystal jewelry Sets
1495,different style of boot
1496,Men's t-shirt's with printed logo's/ slogan's
1497,Men's T-Shirt
1498,New Born clothing
1499,ladies casual dress
1500,GIRLS TOP AND PANTS
1501,Girls earrings
1502,Men’s shoes
1503,different style of ring
1504,boots
1505,men's t-shirt
1506,WOMENS CHEPPALS
1507,different shoes
1508,strapless bra
1509,Allternative product
1510,different style sandals
1511,women clothes
1512,different girl clothes
1513,womens sleeveless
1514,nice quality 
1515,different style of scarf
1516,different kinds of shoes
1517,boot
1518,kids clothing
1519,Girl child dresses 
1520,RING WITH DIFFERENT STYLE
1521,children's clothes
1522,BABY GIRL TOP AND BOTTOM
1523,different style of briefs
1524,kid clothes
1525,different style of rings
1526,Robes
1527,Womens scrubs outfit
1528,Scrubs
1529,Women's underwear
1530,Women's lingerie
1531,Men's t-shirt
1532,women handbags
1533,Heel sandal for women
1534,Women shirt and pant
1535,Women's dresses
1536,jewelry set
1537,different style of t-shirt
1538,Yes it looks fair
1539,different toddler suits
1540,women's sandals
1541,Chiffon skirt for women
1542,shoes 
1543,party clothes
1544,Rainbow costume outfit 
1545,long sleeve
1546,Jeans and top
1547,Different style of top
1548,baby clothing 
1549,pajama sleeper
1550,Baptism Blessing Outfit for Boys and hat
1551,Solid Ties
1552,Tie with Different Colors
1553,jewelry set
1554,different style of handbag
1555,Rompers with different dtyle and  colours
1556,Silver diamond rings
1557,Party wear dresses
1558,Girls frog dresses 
1559,different style of pajama set
1560,different style of rings
1561,different style of plugs
1562,WOMENS DRESS
1563,Kids clothes
1564,jewelry set
1565,different style of bra
1566,women pump shoe
1567,sandal
1568,different style of shoes
1569,different style of Insole
1570,hat
1571,Not match
1572,Earrings
1573,jewelery for women
1574,3
1575,Under garments
1576,WOMENS DRESS
1577,denim shorts alternative product
1578,shoes
1579,ballet wear
1580,scarves
1581,"Item 7,Item 1,Item 2"
1582,footwear
1583,Women dress different style
1584,top
1585,WOMENS DRESS
1586,Workout Apparel 
1587,Business Professional 
1588,Long sleeve T-shirt
1589,Different types of T-shirts
1590,Allternative Products
1591,Sunglasses
1592,Black high heels with different style
1593,rings
1594,different style of Sandal
1595,Women dress
1596,Lingerie
1597,All items are alternate products for Babies
1598,"There are three basic kinds of user intent: ... Transactional: the user is seeking a specific product or service ... they're seeking, as different types of searchers – even those with similar purchasing habits – could be seeking something different in their content."
1599,ties with different styles
1600,Different styles of necklace
1601,The intent of the user is to be fashionable and and trending collections.
1602,Watches
1603,Womens Sportswear
1604,Tank top
1605,Bags
1606,"Women's clothing, travel and accessories"
1607,Shirts
1608,Variations of similar items to compare
1609,Outdoor workouts
1610,different style of coat
1611,different style of dress
1612,jewelry set
1613,different style of brooch
1614,different style of dress
1615,different style of Tight
1616,different style of shirt
1617,different style of dress
1618,Men's trouser and Short
1619,Bundle for women
1620,High waist pencil skirts with different styles
1621,Sterling silver hoop earrings with different styles
1622,Handbags
1623,WOMENS PURSE
1624,pant 
1625,pant
1626,Women's 100% Cashmere Sweater
1627,Women's mesh shirts with different patterns
1628,Women's accessories
1629,they are related to the same user intent
1630,kid clothes
1631,women sandal
1632,Necklaces and pendants and blouse
1633,ornaments
1634,women top and pant
1635,different style of bra
1636,women high heels shoes with different styles
1637,Womens shoes
1638,Jewelry
1639,"same - item 1,3, 8
complementary - item 2, 4, 5, 6, 7"
1640,piercings
1641,Earrings
1642,skirt
1643,sandal
1644,WOMEN SKIRTS
1645,WOMEN SHOES
1646,T-shirt
1647,T shirt
1648,Long sleeve and Body suite
1649,socks
1650,men's flip flop and sandal and sneaker
1651,flip flop
1652,thong sandal
1653,slippers
1654,Panties
1655,men sneakers with different style 
1656,good collection and new model
1657,Stoned and antique jewelry
1658,professional women
1659,summer fashion
1660,Item 1 and 5 are complementary product. Item 2 and 3 are alternative products
1661,Women athletic accessories
1662,WOMENS T-SHIRT
1663,dress
1664,belly ring
1665,crystal
1666,Shoes
1667,Pet pendants
1668,Woman shirts
1669,different style of flat
1670,Tank tops
1671,Low dress
1672,Cardigan and bottom lace
1673,Pant and Adult Black Boxer Brief
1674,women tops
1675,shoes
1676,not relevant in the clothing but same product
1677,WOMEN'S BRA
1678,MANS T SHIRT
1679,Girls footwear in different styles
1680,Can be use as a set
1681,fashion costumes
1682,Boxer
1683,watch
1684,men's foot wears( boots and shoes)
1685,Men's watches with different styles
1686,Men's shoes with different styles
1687,WOMENS SHOE
1688,different style of slipper
1689,Baby clothing items
1690,"The user is buying stuffs for her kid.
"
1691,This is the proper combination of dress and accessories
1692,Boots
1693,female clothes
1694,boys short
1695,Men's T-shirt
1696,Women's Inner wear
1697,"Items 1,2,4,5 and 6 are complementary products.
Item 3 and item 5 are complementary products."
1698,Scrub tops different styles
1699,girls clothing with different styles
1700,Children clothing
1701,different style of top
1702,different style of pants
1703,Women's legging and dress
1704,Sandals 
1705,Women's tops 
1706,womens geneva slipper
1707,styles of shoes
1708,MEN'S BELT
1709,Shirts
1710,Ladies watch
1711,clothing
1712,women's Legging
1713,Belly Ring
1714,Baby Dress 
1715,Women's footwear
1716,boot and shoe
1717,women boots
1718,men's polo shirt and T-shirt
1719,Men Dress
1720,Men accessories
1721,women chappal
1722,Women's slip-ons
1723,Women dress
1724,Bra
1725,WOMENS DRESS
1726,women's boot
1727,Mens shoes and pants
1728,different style of dress
1729,different style of panty
1730,different style of hose
1731,Shanghai Dress and Plus-Size Leather Inset Sheath
1732,summer
1733,different style of earings
1734,different style of necklace
1735,neck tie in different colours
1736,Different types of earrings
1737,Bijoux
1738,BUTTERFLY
1739,T-shirt  with different style
1740,wedding ring with diferent brand
1741,Medical Uniforms
1742,Halloween Costume
1743,"Item 1,2,4 are alternative products. Item 3 and 5 are alternatives"
1744,Baby-Girls  Infant Blanket Sleepers and Play Snap Front Cats
1745,Baby-girls dress
1746,MENS WATCH
1747,high quality and low cost
1748,watches/jewelry
1749,BRACELET WITH DIFFERENT STYLE
1750,Women's long sleeve apparel
1751,shirts
1752,Baby items
1753,kid clothes
1754,wedding ring for men and wedding ring for woman 
1755,buy a bundle of nerdy stuff
1756,Different style T-shirts
1757,watch
1758,sun class
1759,men clog
1760,Woman’s bras
1761,Jewelry 
1762,Men’s clothing 
1763,MENS SHOE
1764,jewelry set
1765,handbag & tote
1766,bags
1767,model and quality
1768,Shoes with different styles.
1769,kid clothes
1770,baseball cleats
1771,"same - item 1, 2, 3, 4"
1772,Shoes with heels with different styles and color
1773,Watch and Diplomat Watch Winder
1774,watch cases
1775,different style of necklace
1776,"There are three basic kinds of user intent: ... Transactional: the user is seeking a specific product or service ... they're seeking, as different types of searchers – even those with similar purchasing habits – could be seeking something different in their content."
1777,different style of watches
1778,dresses with different styles
1779,different style of Belt
1780,jewelry set
1781,"7,8 chain same model and same color "
1782,3
1783,Women’s bottom
1784,vacation clothing
1785,Women's Nightgown
1786,MENS T-SHIRT
1787,Shoes
1788,women pumpy
1789,women clothing
1790,womens t shirt 
1791,Tops
1792,Earrings
1793,WOMENS DRESS
1794,same model 
1795,elvis scarves
1796,bracelet
1797,costume
1798,boots with different styles
1799,capri bottoms with different styles
1800,Leggings
1801,These all essential for everyday person
1802,same bracelets of different colors
1803,wallet and card holder similar purpose
1804,Top
1805,coats
1806,women bottom
1807,Women's Trousers (different style)
1808,different style of earrings
1809,Men's cufflinks
1810,Footwear and socks
1811,All Product use this same time 
1812,They are all hand jewelry 
1813,"Women Rings Items 1,3,4 and 5 are Alternative products"
1814,sandal
1815,Women's fashion accessories
1816,"jacket, pant and shoes"
1817,different style of pants
1818,Men's clog
1819,No related product
1820,men's wallet
1821,Jewellery
1822,Men's T-shirts with different styles
1823,MENS T-SHIRT
1824,Men's brief with different styles
1825,Bijoux
1826,ring
1827,Stainless Steel Rings
1828,Leather Goods for Women
1829,women top
1830,women sneakers and sandals
1831,jeans
1832,Clip On Earrings
1833,earings
1834,Sweater
1835,alternative products
1836,Baby wear
1837,Footwear
1838,Men Shoes
1839,different style of t-shirt
1840,Women's skirts in different styles
1841,jewelery
1842,shoes
1843,Jewelry stands/ displays
1844,bra
1845,women's bra and panty set
1846,MENS T-SHIRT
1847,Kids 2 Piece Pajama Set
1848,women bras
1849,underware
1850,MENS SHOE
1851,Earring
1852,different style of Bracelet
1853,different style of panty
1854,Sandals 
1855,Diffrent types of women shoes
1856,Slip on Shoes
1857,Work Attire
1858,Edgy/Leather Outfit
1859,to go out at night/special events/disco
1860,
1861,different style of pants
1862,Women's party dresses
1863,different style of bra
1864,"jacket, pants and slipper"
1865,Women's Skinny Jeans
1866,Parts of California Costume
1867,These can be used by girls so it is reasonable bundle
1868,Chain
1869,Bracelet 
1870,different style of pump
1871,women's shirt
1872,"Women's shirts, skirt and boots."
1873,Dresses
1874,a formal meeting invited
1875,the model are same and different colour
1876,the model was same and different color
1877,something for a little girl
1878,"There are three basic kinds of user intent: ... Transactional: the user is seeking a specific product or service ... they're seeking, as different types of searchers – even those with similar purchasing habits – could be seeking something different in their content."
1879,Hat
1880,mans cap
1881,sweater
1882,men's sweater
1883,Womens Leggings
1884,Women's boots
1885,WOMENS BOOT
1886,WARM WEATHER ACCESSORIES
1887,footwear
1888,jewelry
1889,clothing
1890,bras
1891,baby items
1892,jewelry set
1893,Women's clothing
1894,good worth of collection and value products
1895,Women Leggings with different styles. 
1896,women ornaments
1897,ladies bags
1898,it is very attractive design
1899,chain
1900,jewels
1901,women jewellery
1902,different style of earings
1903,different style of rings
1904,Kids sunglasses
1905,kid's t-shirts
1906,kid's sneakers
1907,"1, 5, 6, 8, 8, are highly related to each other as tshirts"
1908,sport mocs and silver screen edition Frankenstein Mask
1909,kid clothes
